"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ID","Input.sentence1","Input.sentence2","Input.target","Answer.Fluency .label","Approve","Reject"
"3O0M2G5VC7K592MUPHAZVETEUCM498","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:18 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:18 PST 2021","","","3TY7ZAOG5H2BETLE0FJNY4D5KJ40KV","A13O9NSNA3V5IC","Submitted","Mon Nov 15 11:34:29 PST 2021","Mon Nov 15 11:34:52 PST 2021","Tue Nov 16 11:34:52 PST 2021","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","380","the painting otherwise depicted the rather frantic and erratic architectural development that had replaced the italian renaissance architectural tradition.","the painting is from the ""the great d'ni"" (or ""d'ni"" if you,","sentence1","Sentence 1"
"3O0M2G5VC7K592MUPHAZVETEUCM498","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:18 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:18 PST 2021","","","39JEC7537WJ9OWA6BZQEVEQN966CVK","A1F1BIPJR11LSR","Submitted","Mon Nov 15 11:33:29 PST 2021","Mon Nov 15 11:34:16 PST 2021","Tue Nov 16 11:34:16 PST 2021","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","380","the painting otherwise depicted the rather frantic and erratic architectural development that had replaced the italian renaissance architectural tradition.","the painting is from the ""the great d'ni"" (or ""d'ni"" if you,","sentence1","Sentence 1"
"379OL9DBSTWL790EEOY6B3XLPDKY9M","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","3D4CH1LGECBO81D8AKH1TNM5G6FG9I","A1Y36G18360612","Submitted","Mon Nov 15 11:33:01 PST 2021","Mon Nov 15 12:04:24 PST 2021","Tue Nov 16 12:04:24 PST 2021","","","","1883","0% (0/0)","0% (0/0)","0% (0/0)","400","the yearbomb company was a publisher and minor developer of atari 2600 video games released worldwide.","the year is 2010 and i'm a little late for the party, but that doesn't seem like a bad","sentence1","Sentence 2"
"379OL9DBSTWL790EEOY6B3XLPDKY9M","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","3Z3ZLGNNSKCT6OI6W7L3WONLM1EQ36","A36ZV5NR3O0Z5G","Submitted","Mon Nov 15 11:33:37 PST 2021","Mon Nov 15 12:29:14 PST 2021","Tue Nov 16 12:29:14 PST 2021","","","","3337","0% (0/0)","0% (0/0)","0% (0/0)","400","the yearbomb company was a publisher and minor developer of atari 2600 video games released worldwide.","the year is 2010 and i'm a little late for the party, but that doesn't seem like a bad","sentence1","Sentence 2"
"379OL9DBSTWL790EEOY6B3XLPDKY9M","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","3CN4LGXD5Z6NXMSWNV7GJFITZAR4Y8","A3BU8UL4W258UU","Submitted","Mon Nov 15 11:32:15 PST 2021","Mon Nov 15 11:39:27 PST 2021","Tue Nov 16 11:39:27 PST 2021","","","","432","100% (1/1)","0% (0/0)","0% (0/0)","400","the yearbomb company was a publisher and minor developer of atari 2600 video games released worldwide.","the year is 2010 and i'm a little late for the party, but that doesn't seem like a bad","sentence1","Sentence 1"
"3A520CCNWOI16NTS6T0C0VGPDJXEA2","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","339ANSOTR7KMLO2U458T48D16DJKI8","A23KAJRDVCVGOE","Submitted","Mon Nov 15 11:33:44 PST 2021","Mon Nov 15 11:36:45 PST 2021","Tue Nov 16 11:36:45 PST 2021","","","","181","100% (98/98)","0% (0/0)","0% (0/0)","402","the year has come and gone.  the year has come and gone.  it's a shame","the year of poverty its end.  handbook of political economy.  cambridge university press.  192 pages long.","sentence2","Sentence 1"
"3A520CCNWOI16NTS6T0C0VGPDJXEA2","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","3E13VNJ1NPDKFNG8WV2BZTH2X7KI14","A3O1I9MATO3ZZN","Submitted","Mon Nov 15 11:34:04 PST 2021","Mon Nov 15 11:34:19 PST 2021","Tue Nov 16 11:34:19 PST 2021","","","","15","100% (38/38)","0% (0/0)","0% (0/0)","402","the year has come and gone.  the year has come and gone.  it's a shame","the year of poverty its end.  handbook of political economy.  cambridge university press.  192 pages long.","sentence2","Sentence 1"
"3A520CCNWOI16NTS6T0C0VGPDJXEA2","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:01 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:01 PST 2021","","","37U1UTWH9X4FJM3CL35ZSV51Y98R80","AKSJ3C5O3V9RB","Submitted","Mon Nov 15 11:33:12 PST 2021","Mon Nov 15 11:45:36 PST 2021","Tue Nov 16 11:45:36 PST 2021","","","","744","100% (107/107)","0% (0/0)","0% (0/0)","402","the year has come and gone.  the year has come and gone.  it's a shame","the year of poverty its end.  handbook of political economy.  cambridge university press.  192 pages long.","sentence2","Sentence 1"
"366FYU4PTH77I02EIKD1U9JLIVREKH","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:09 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:09 PST 2021","","","3PWWM24LHUGYF2MR6DQYRNXTMHS28W","A27ZW1CY6TMKT8","Submitted","Mon Nov 15 11:32:12 PST 2021","Mon Nov 15 11:39:47 PST 2021","Tue Nov 16 11:39:47 PST 2021","","","","455","0% (0/0)","0% (0/0)","0% (0/0)","0","the country lies west of both both the llano and varela rivers and the gulf of mexico.","the country's leading leading award-winning award for innovation, award-winning design, award-winning production,","sentence1","Sentence 1"
"366FYU4PTH77I02EIKD1U9JLIVREKH","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Mon Nov 15 11:32:09 PST 2021","3","BatchId:4604603;OriginalHitTemplateId:928390850;","3600","86400","Tue Nov 16 11:32:09 PST 2021","","","3NGI5ARFTVNCW93C9QSV8QIEJLEP1M","A28AXX4NCWPH1F","Submitted","Mon Nov 15 11:33:19 PST 2021","Mon Nov 15 11:35:15 PST 2021","Tue Nov 16 11:35:15 PST 2021","","","","116","0% (0/0)","0% (0/0)","0% (0/0)","0","the country lies west of both both the llano and varela rivers and the gulf of mexico.","the country's leading leading award-winning award for innovation, award-winning design, award-winning production,","sentence1","Sentence 1"
